geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername120,othername130,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55
3396495,Lajedo,Lajedo,,-8.7,-3.566.667,P,PPL,BR,,30,2610004.0,,,0,,148,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396496,Lajedo,Lajedo,Lagedo$Lazhedu$??????,-866.361,-36.32,P,PPL,BR,,30,2608800.0,,,25261,,672,America/Recife,03/08/2012,Lagedo,Lazhedu,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396497,Lajedo,Lajedo,,-838.333,-36.55,P,PPL,BR,,30,2612406.0,,,0,,667,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396498,Lajedo,Lajedo,,-703.333,-37.35,P,PPL,BR,,17,2510808.0,,,0,,281,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396499,Lajedo,Lajedo,,-681.667,-3.613.333,P,PPL,BR,,17,2501609.0,,,0,,534,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396500,Lajedo,Lajedo,,-513.333,-35.9,P,PPL,BR,,22,2409506.0,,,0,,18,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396501,Lajedo,Lajedo,,-511.917,-3.713.278,P,PPL,BR,,22,2408003.0,,,0,,53,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396502,Lajedo,Lajedo,,-504.194,-3.742.333,P,PPL,BR,,22,2408003.0,,,0,,80,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396503,Riacho do Lajedinho,Riacho do Lajedinho,,-943.333,-3.808.333,H,STMI,BR,,2,,,,0,,220,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396504,Laje d’Áqua,Laje d'Aqua,,-751.667,-37.7,P,PPL,BR,,17,2500106.0,,,0,,715,America/Fortaleza,09/07/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396505,Laje da Onça,Laje da Onca,,-756.667,-37.8,P,PPL,BR,,17,2508000.0,,,0,,650,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396506,Laje da Oiticica,Laje da Oiticica,,-543.333,-3.793.333,P,PPL,BR,,6,2313104.0,,,0,,140,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396507,Lajeado de Baixo,Lajeado de Baixo,,-546.667,-35.8,P,PPL,BR,,22,2405801.0,,,0,,134,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396508,Lajeado Branco,Lajeado Branco,,-568.333,-4.101.667,P,PPL,BR,,20,2201051.0,,,0,,647,America/Fortaleza,24/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396509,Lajeado Bonito,Lajeado Bonito,,-768.333,-37.9,P,PPL,BR,,17,2516607.0,,,0,,765,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396510,Rio Lajeado,Rio Lajeado,Lajeado River$Rio Gameleira$Rio Gamelleira$Rio Lajeado,-975.514,-4.836.306,H,STM,BR,,31,,,,0,,184,America/Araguaina,27/08/2021,Lajeado River,Rio Gameleira,Rio Gamelleira,Rio Lajeado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396511,Rio Lajeado,Rio Lajeado,Ribeirao Lajeado$Ribeirão Lajeado$Rio Lajeado,-607.294,-4.742.727,H,STM,BR,,13,,,,0,,129,America/Fortaleza,05/09/2021,Ribeirao Lajeado,Ribeirão Lajeado,Rio Lajeado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396512,Córrego do Lajeado,Corrego do Lajeado,Corrego do Lajeado$Córrego do Lajeado$Ribeirao Lageado$Ribeirao Lajeado$Ribeirao Mutum$Ribeirão Lageado$Ribeirão Lajeado$Ribeirão Mutum,-9.75,-4.836.667,H,STM,BR,BR,31,,,,0,,184,America/Araguaina,19/01/2012,Corrego do Lajeado,Córrego do Lajeado,Ribeirao Lageado,Ribeirao Lajeado,Ribeirao Mutum,Ribeirão Lageado,Ribeirão Lajeado,Ribeirão Mutum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396513,Córrego Lajeado,Corrego Lajeado,,-913.333,-48.1,H,STM,BR,,31,,,,0,,239,America/Araguaina,21/03/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396514,Cachoeira Lajeado,Cachoeira Lajeado,,-9.75,-4.836.667,H,FLLS,BR,,31,,,,0,,184,America/Araguaina,21/03/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396515,Cachoeira Lajeado,Cachoeira Lajeado,Cachoeira Lageado$Cachoeira Lajeado,-7.75,-5.358.333,H,FLLS,BR,BR,16,,,,0,,295,America/Manaus,19/01/2012,Cachoeira Lageado,Cachoeira Lajeado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396516,Lajeado,Lajeado,,-9.8,-46.45,P,PPL,BR,,13,2100501.0,,,0,,438,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396517,Lajeado,Lajeado,,-975.139,-4.835.806,P,PPL,BR,,31,1712009.0,,,0,,205,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396518,Lajeado,Lajeado,Lajeado$Lajedo,-958.333,-3.966.667,P,PPL,BR,BR,5,2909901.0,,,0,,514,America/Bahia,03/08/2012,Lajeado,Lajedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396519,Lajeado,Lajeado,,-918.333,-4.591.667,P,PPL,BR,,13,2100501.0,,,0,,340,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396520,Lajeado,Lajeado,Lageado$Lajeado,-7.75,-4.688.333,P,PPL,BR,BR,13,2102804.0,,,0,,244,America/Fortaleza,03/08/2012,Lageado,Lajeado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396521,Lajeado,Lajeado,,-696.667,-4.111.667,P,PPL,BR,,20,2204204.0,,,0,,363,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396522,Lajeado,Lajeado,,-5.45,-3.578.333,P,PPL,BR,,22,2405801.0,,,0,,112,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396523,Lajeado,Lajeado,,-428.333,-4.198.333,P,PPL,BR,,20,2208403.0,,,0,,137,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396524,Travessão Laje,Travessao Laje,,-6.55,-5.821.667,H,RPDS,BR,,0,,,,0,,169,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396525,Serrote da Laje,Serrote da Laje,,-9.7,-3.673.333,T,HLL,BR,,2,2700300.0,,,0,,245,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396526,Riacho da Laje,Riacho da Laje,,-8,-3.826.667,H,STMI,BR,,30,,,,0,,449,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396527,Riacho da Laje,Riacho da Laje,,-978.333,-4.583.333,H,STM,BR,,20,,,,0,,377,America/Araguaina,21/03/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396528,Cachoeira da Laje,Cachoeira da Laje,,-0.23333,-5.458.333,H,FLLS,BR,,16,,,,0,,431,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396529,Cachoeira da Laje,Cachoeira da Laje,,-0.21667,-5.601.667,H,FLLS,BR,,16,,,,0,,178,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396530,Laje,Laje,,-996.667,-4.153.333,P,PPL,BR,,5,2930204.0,,,0,,469,America/Bahia,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396531,Laje,Laje,,-948.333,-37.7,P,PPL,BR,,2,2707107.0,,,0,,220,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396532,Laje,Laje,,-943.333,-3.766.667,P,PPL,BR,,2,2707107.0,,,0,,213,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396533,Laje,Laje,Laje$Laje de Pedra,-918.917,-4.220.248,P,PPL,BR,,20,2202851.0,,,0,,413,America/Fortaleza,11/01/2013,Laje,Laje de Pedra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396534,Laje,Laje,,-871.667,-3.853.333,P,PPL,BR,,30,2605707.0,,,0,,345,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396535,Laje,Laje,,-808.333,-36.05,P,PPL,BR,,30,2604106.0,,,0,,407,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396536,Laje,Laje,Lage$Laje,-556.667,-5.696.667,P,PPL,BR,BR,16,1503606.0,,,0,,127,America/Santarem,03/08/2012,Lage,Laje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396537,Laje,Laje,,-383.333,-4.458.333,P,PPL,BR,,13,2106631.0,,,0,,18,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396538,Laje,Laje,,-301.667,-46.65,P,PPL,BR,,13,2103174.0,,,0,,71,America/Fortaleza,27/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396539,Laje,Laje,,-783.333,-3.931.667,L,AREA,BR,,30,,,,0,,548,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396540,Riacho do Lajão,Riacho do Lajao,,-813.333,-42.9,H,STMI,BR,,20,,,,0,,243,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396541,Laies,Laies,,-468.333,-3.891.667,L,AREA,BR,,6,,,,0,,138,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396542,Rio da Laguna,Rio da Laguna,Da Laguna River$Rio Pauxis$Rio da Laguna,-127.581,-5.080.705,H,STM,BR,,16,,,,0,,14,America/Belem,18/08/2021,Da Laguna River,Rio Pauxis,Rio da Laguna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396543,Ilha da Laguna,Ilha da Laguna,Ilha da Laguna,-166.667,-51,T,ISL,BR,,16,,,,0,,27,America/Belem,05/12/2018,Ilha da Laguna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396544,Furo da Laguna,Furo da Laguna,,-1.65,-5.131.667,H,STM,BR,,16,,,,0,,2,America/Belem,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396545,Laguinho,Laguinho,,-428.333,-44.5,P,PPL,BR,,13,2111409.0,,,0,,56,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396546,Igarapé Lago Vermelho,Igarape Lago Vermelho,,-518.333,-4.933.333,H,STM,BR,,16,,,,0,,86,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396547,Lago Vermelha,Lago Vermelha,,-6.75,-38.5,P,PPL,BR,,17,2513307.0,,,0,,252,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396548,Igarapé dos Lagos,Igarape dos Lagos,,-453.333,-49.75,H,STM,BR,,16,,,,0,,94,America/Araguaina,06/02/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396549,Lago Novo,Lago Novo,,1.4,-5.063.333,P,PPL,BR,,3,1600709.0,,,0,,7,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396550,Lagoinha,Lagoinha,Lagoinha,-335.017,-3.914.031,P,PPL,BR,,6,2310258.0,,,0,,34,America/Fortaleza,17/07/2013,Lagoinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396551,Lagoínha (2),Lagoinha (2),,-788.333,-41.8,P,PPL,BR,,20,2210805.0,,,0,,277,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396552,Lagoinha (2),Lagoinha (2),,-688.333,-42.45,P,PPL,BR,,20,2202075.0,,,0,,135,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396553,Lagoinha,Lagoinha,Lagoinha,-316.482,-3.998.829,P,PPL,BR,,6,2306553.0,,,0,,53,America/Fortaleza,11/01/2013,Lagoinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396554,Lagoínha (1),Lagoinha (1),,-753.333,-4.151.667,P,PPL,BR,,20,2205003.0,,,0,,237,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396555,Lagoinhas,Lagoinhas,Lagoinas$Lagoinha$Lagoinhas,-793.333,-3.843.333,P,PPL,BR,BR,30,2613909.0,,,0,,442,America/Recife,03/08/2012,Lagoinas,Lagoinha,Lagoinhas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396556,Lagoinha de Pedra,Lagoinha de Pedra,,-5.25,-42.9,L,AREA,BR,,13,,,,0,,189,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396557,Riacho Lagoinha,Riacho Lagoinha,,-833.333,-39.8,H,STMI,BR,,30,,,,0,,360,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396558,Riacho Lagoinha,Riacho Lagoinha,,-796.667,-3.848.333,H,STMI,BR,,30,,,,0,,461,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396559,Enseada da Lagoinha,Enseada da Lagoinha,,-331.667,-3.916.667,H,BGHT,BR,,6,,,,0,,1,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396560,Córrego do Lagoinha,Corrego do Lagoinha,,-533.333,-3.833.333,H,STMI,BR,,6,,,,0,,103,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396561,Lagoinha,Lagoinha,,-991.667,-3.716.667,P,PPL,BR,,28,2802403.0,,,0,,117,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396562,Lagoinha,Lagoinha,,-9.45,-3.803.333,P,PPL,BR,,2,2702405.0,,,0,,210,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396563,Lagoinha,Lagoinha,,-903.333,-4.266.667,P,PPL,BR,,20,2210607.0,,,0,,400,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396564,Lagoinha,Lagoinha,,-873.333,-3.673.333,P,PPL,BR,,30,2603207.0,,,0,,924,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396565,Lagoinha,Lagoinha,,-8.5,-38.85,P,PPL,BR,,30,2601607.0,,,0,,407,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396566,Lagoinha,Lagoinha,,-843.333,-4.158.333,P,PPL,BR,,20,2205565.0,,,0,,399,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396567,Lagoinha,Lagoinha,,-788.333,-39.3,P,PPL,BR,,30,2614006.0,,,0,,454,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396568,Lagoinha,Lagoinha,,-783.333,-3.786.667,P,PPL,BR,,30,2605608.0,,,0,,524,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396569,Lagoinha,Lagoinha,,-7.7,-3.938.333,P,PPL,BR,,30,2614006.0,,,0,,567,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396570,Lagoinha,Lagoinha,,-7.65,-3.793.333,P,PPL,BR,,17,2516607.0,,,0,,725,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396571,Lagoinha,Lagoinha,,-741.667,-3.761.667,P,PPL,BR,,17,2500106.0,,,0,,763,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396572,Lagoinha,Lagoinha,,-733.333,-3.733.333,P,PPL,BR,,30,2602506.0,,,0,,799,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396573,Lagoinha,Lagoinha,,-7.25,-4.098.333,P,PPL,BR,,20,2211605.0,,,0,,379,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396574,Lagoinha,Lagoinha,,-718.333,-38.75,P,PPL,BR,,6,2302008.0,,,0,,383,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396575,Lagoinha,Lagoinha,,-661.667,-38.35,P,PPL,BR,,17,2516201.0,,,0,,449,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396576,Lagoinha,Lagoinha,,-651.667,-41.3,P,PPL,BR,,20,2208106.0,,,0,,347,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396577,Lagoinha,Lagoinha,,-616.667,-4.198.333,P,PPL,BR,,20,2200905.0,,,0,,153,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396578,Lagoinha,Lagoinha,,-581.667,-4.261.667,P,PPL,BR,,20,2205540.0,,,0,,272,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396579,Lagoinha,Lagoinha,,-581.667,-35.75,P,PPL,BR,,22,2409332.0,,,0,,103,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396580,Lagoinha,Lagoinha,,-571.667,-4.368.333,P,PPL,BR,,13,2102309.0,,,0,,158,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396581,Lagoinha,Lagoinha,,-516.667,-42.2,P,PPL,BR,,20,2200301.0,,,0,,199,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396582,Lagoinha,Lagoinha,,-506.722,-3.740.639,P,PPL,BR,,22,2408003.0,,,0,,76,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396583,Lagoinha,Lagoinha,,-491.667,-41.85,P,PPL,BR,,20,2210656.0,,,0,,229,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396584,Lagoinha,Lagoinha,,-486.667,-38,P,PPL,BR,,6,2311801.0,,,0,,57,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396585,Lagoinha,Lagoinha,,-483.333,-4.416.667,P,PPL,BR,,13,2103307.0,,,0,,98,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396586,Lagoinha,Lagoinha,,-451.667,-3.873.333,P,PPL,BR,,6,2301208.0,,,0,,80,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396587,Lagoinha,Lagoinha,,-441.667,-3.833.333,P,PPL,BR,,6,2303501.0,,,0,,67,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396588,Lagoinha,Lagoinha,,-378.333,-4.383.333,P,PPL,BR,,13,2112704.0,,,0,,41,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396589,Lagoinha,Lagoinha,,-296.667,-4.043.333,P,PPL,BR,,6,2302305.0,,,0,,40,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396590,Lagoinha,Lagoinha,,-798.333,-4.121.667,L,AREA,BR,,20,,,,0,,308,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396591,Lagoinha,Lagoinha,,-771.667,-4.146.667,L,AREA,BR,,20,,,,0,,378,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396592,Lagoínha,Lagoinha,,-753.333,-4.163.333,L,AREA,BR,,20,,,,0,,321,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396593,Lagoinha,Lagoinha,,-7.4,-41.05,L,AREA,BR,,20,,,,0,,324,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396594,Lagoinha,Lagoinha,,-733.333,-37.35,L,AREA,BR,,30,,,,0,,826,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396595,Lagoinha,Lagoinha,,-556.667,-4.203.333,L,AREA,BR,,20,,,,0,,125,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396596,Lagoinha,Lagoinha,,-481.667,-3.868.333,L,AREA,BR,,6,,,,0,,152,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396597,Lagoinha,Lagoinha,,-411.667,-3.956.667,L,AREA,BR,,6,,,,0,,166,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396598,Lagoinha,Lagoinha,,-403.333,-3.848.333,L,AREA,BR,,6,,,,0,,47,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
