geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername120,othername130,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55
3384873,Zombaria,Zombaria,,-8.25,-36.65,P,PPL,BR,,30,2611200.0,,,0,,808,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384874,Zombaria,Zombaria,,-821.667,-36.7,P,PPL,BR,,30,2611200.0,,,0,,1001,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384875,Igarapé Zoador,Igarape Zoador,,-163.333,-46.95,H,STM,BR,,16,,,,0,,49,America/Belem,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384876,Riacho do Ziota,Riacho do Ziota,,-528.333,-4.203.333,H,STMI,BR,,20,,,,0,,185,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384877,Zimbro,Zimbro,,-806.667,-4.228.333,P,PPL,BR,,20,2207934.0,,,0,,257,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384878,Zibingaatzako,Zibingaatzako,Zibingaatzako$Zibingatzako Mountain,148.333,-5.851.667,T,MT,BR,BR$GY,0,,,,0,,260,America/Boa_Vista,07/03/2009,Zibingaatzako,Zibingatzako Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384879,Cachoeira Zibi,Cachoeira Zibi,,156.667,-5.688.333,H,FLLS,BR,,16,,,,0,,232,America/Boa_Vista,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384880,Zezito,Zezito,Zezito$Zèzito$Zézito,-728.333,-4.006.667,P,PPL,BR,,6,2301307.0,,,0,,863,America/Fortaleza,03/08/2012,Zezito,Zèzito,Zézito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384881,Serra do Zezinho,Serra do Zezinho,Serra do Zezinho$Serra do Zèzinho$Serra do Zézinho,-598.306,-3.664.472,T,MT,BR,,22,2411403.0,,,0,315.0,258,America/Recife,03/08/2012,Serra do Zezinho,Serra do Zèzinho,Serra do Zézinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384882,Riacho Zé Paz,Riacho Ze Paz,,-5.6,-4.628.333,H,STM,BR,,13,,,,0,,168,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384883,Riacho Zelândia,Riacho Zelandia,,-8.55,-45.75,H,STM,BR,,20,,,,0,,252,America/Araguaina,21/03/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384884,Zelândia,Zelandia,Porto de Zelandia$Zelandia$Zelândia,-854.858,-457.643,P,PPL,BR,,13,2112001.0,,,0,,254,America/Fortaleza,11/06/2020,Porto de Zelandia,Zelandia,Zelândia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384885,Riacho Zé Gomes,Riacho Ze Gomes,,-9.55,-3.888.333,H,STMI,BR,,5,,,,0,,452,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384886,Zé Gomes,Ze Gomes,,-796.667,-37.1,P,PPL,BR,,17,2509701.0,,,0,,687,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384887,Zé Ferreira,Ze Ferreira,,-616.667,-42.65,P,PPL,BR,,20,2205250.0,,,0,,232,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384888,Riacho Zé Dias,Riacho Ze Dias,,-6.75,-38.25,H,STMI,BR,,17,,,,0,,224,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384889,Zebelezinho,Zebelezinho,Zebelezinho$Zebelizinho$Zebelèzinho$Zebèlizinho,-806.667,-3.713.333,P,PPL,BR,BR,17,2517407.0,,,0,,651,America/Fortaleza,03/08/2012,Zebelezinho,Zebelizinho,Zebelèzinho,Zebèlizinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384890,Zabelê,Zabele,Zabele$Zabelê,-807.556,-3.709.833,P,PPL,BR,BR,17,2517407.0,,,0,,639,America/Fortaleza,03/08/2012,Zabele,Zabelê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384891,Serra Zé Batista,Serra Ze Batista,Serra Ze Batista$Serra Zé Batista,-648.333,-3.843.333,T,MT,BR,,17,2516904.0,,,0,,480,America/Fortaleza,05/12/2018,Serra Ze Batista,Serra Zé Batista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384892,Zé Araújo,Ze Araujo,,-5.6,-3.598.333,P,PPL,BR,,22,2405504.0,,,0,,147,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384893,Açude Público Zangarelhas,Acude Publico Zangarelhas,,-658.333,-3.673.333,H,RSV,BR,,22,,,,0,,249,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384894,Rio Zandi,Rio Zandi,Ribeirao Landi$Ribeirão Landi$Rio Zandi,-881.667,-4.807.028,H,STM,BR,BR,31,,,,0,,248,America/Araguaina,19/01/2012,Ribeirao Landi,Ribeirão Landi,Rio Zandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384895,Zamba,Zamba,,-713.333,-3.816.667,P,PPL,BR,,17,2502607.0,,,0,,398,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384896,Zadilinos,Zadilinos,,-539.111,-3.699.583,P,PPL,BR,,22,2400208.0,,,0,,76,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384897,Zabumba,Zabumba,,-4.15,-3.816.667,L,AREA,BR,,6,,,,0,,15,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384898,Zabelê,Zabele,,-718.333,-3.958.333,P,PPL,BR,,6,2304202.0,,,0,,930,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384899,Igarapé Xureca,Igarape Xureca,,-316.667,-5.723.333,H,STM,BR,,4,,,,0,,5,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384900,Xupê,Xupe,,-453.333,-45.35,P,PPL,BR,,13,2108108.0,,,0,,57,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384901,Xucuru,Xucuru,Aldeia Velha,-820.528,-3.646.417,P,PPLL,BR,BR,30,2601706.0,,,0,,643,America/Recife,03/08/2012,Aldeia Velha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384902,Xixebal,Xixebal,,-7.25,-4.821.667,P,PPL,BR,,31,1702109.0,,,0,,241,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384903,Açude do Xixá,Acude do Xixa,,-6.65,-39.6,H,RSV,BR,,6,,,,0,,299,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384904,Serra Xitroá,Serra Xitroa,Serra Xitroa$Serra Xitros$Serra Xitroá,-958.333,-3.743.333,T,UPLD,BR,BR,2,,,,0,,257,America/Maceio,11/06/2020,Serra Xitroa,Serra Xitros,Serra Xitroá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384905,Lagoa Xiriri,Lagoa Xiriri,Lago Xiriri$Lagoa Xiriri,-162.639,-5.593.333,H,LK,BR,BR,16,,,,0,,1,America/Manaus,19/01/2012,Lago Xiriri,Lagoa Xiriri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384906,Serra de Xique-Xique,Serra de Xique-Xique,,-813.333,-3.778.333,T,HLL,BR,,30,2605103.0,,,0,,624,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384907,Riacho Xiquexique,Riacho Xiquexique,,-718.333,-3.771.667,H,STMI,BR,,17,,,,0,,283,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384908,Xique-Xique,Xique-Xique,Chique Chique$Xique-Xique,-951.667,-43.6,P,PPL,BR,BR,5,2924405.0,,,0,,509,America/Bahia,03/08/2012,Chique Chique,Xique-Xique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384909,Xique-Xique,Xique-Xique,,-8.35,-38,P,PPL,BR,,30,2601805.0,,,0,,436,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384910,Xiquexique,Xiquexique,,-7.9,-3.826.667,P,PPL,BR,,30,2613909.0,,,0,,497,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384911,Xiquexique,Xiquexique,,-7.7,-3.728.333,P,PPL,BR,,30,2615904.0,,,0,,596,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384912,Xique-Xique,Xique-Xique,,-668.333,-42.15,P,PPL,BR,,20,2210979.0,,,0,,442,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384913,Xiquexique,Xiquexique,,-661.667,-3.943.333,P,PPL,BR,,6,2303303.0,,,0,,295,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384914,Xiquexique,Xiquexique,,-6.25,-3.796.667,P,PPL,BR,,22,2400901.0,,,0,,287,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384915,Xiquexique,Xiquexique,,-483.333,-4.103.333,P,PPL,BR,,6,2311009.0,,,0,,523,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384916,Xique-Xique,Xique-Xique,,-7.75,-4.173.333,L,AREA,BR,,20,,,,0,,216,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384917,Xinxó,Xinxo,,-776.667,-3.686.667,P,PPL,BR,,17,2516300.0,,,0,,539,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384918,Rio Xinxim,Rio Xinxim,Rio Mirim$Rio Xinxim$Xinxim River,-7.95,-5.333.333,H,STM,BR,BR,16,,,,0,,303,America/Cuiaba,18/08/2021,Rio Mirim,Rio Xinxim,Xinxim River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384919,Riacho Xinuaquê,Riacho Xinuaque,,-423.333,-3.961.667,H,STMI,BR,,6,,,,0,,217,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384920,Rio Xingu,Rio Xingu,Rio Baixo Xingu$Rio Baixo Xingú$Rio Baxio Xingu$Rio Baxio Xingú$Rio Xingu,-1.5,-5.188.333,H,STM,BR,BR,0,,,,0,,0,America/Belem,11/03/2015,Rio Baixo Xingu,Rio Baixo Xingú,Rio Baxio Xingu,Rio Baxio Xingú,Rio Xingu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384921,Xingu,Xingu,,-963.333,-4.543.333,P,PPL,BR,,20,2204402.0,,,0,,423,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384922,Rio do Xingó,Rio do Xingo,Riacho do Xingo$Rio do Xingo$Rio do Xingó,-953.333,-3.801.667,H,STMI,BR,BR,5,,,,0,,194,America/Maceio,11/06/2020,Riacho do Xingo,Rio do Xingo,Rio do Xingó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384923,Xingó,Xingo,Quingo$Xingo$Xingó,-956.667,-3.806.667,P,PPL,BR,BR,5,2924009.0,,,0,,232,America/Bahia,11/06/2020,Quingo,Xingo,Xingó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384924,Xingó,Xingo,,-9.4,-3.796.667,P,PPL,BR,,2,2702405.0,,,0,,262,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384925,Igarapé Ximim-Ximim,Igarape Ximim-Ximim,Igarape Ximim-Ximim$Igarapé Ximim-Ximim$Ximim-Ximim River$Ximinximim,153.333,-54,H,STM,BR,BR,3,,,,0,,252,America/Belem,31/08/2021,Igarape Ximim-Ximim,Igarapé Ximim-Ximim,Ximim-Ximim River,Ximinximim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384926,Igarapé Ximari,Igarape Ximari,Igarape Ximari$Igarape Ximary$Igarapé Ximari$Igarapé Ximary$Rio Ximary,-906.667,-5.711.667,H,STM,BR,BR,14,,,,0,,191,America/Cuiaba,11/06/2020,Igarape Ximari,Igarape Ximary,Igarapé Ximari,Igarapé Ximary,Rio Ximary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384927,Xilili,Xilili,,-841.667,-3.721.667,P,PPL,BR,,30,2602803.0,,,0,,593,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384928,Igarapé Xibuí,Igarape Xibui,,-308.333,-5.718.333,H,STM,BR,,4,,,,0,,5,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384929,Cachoeira Xibião,Cachoeira Xibiao,,-851.667,-52.7,H,FLLS,BR,,16,,,,0,,261,America/Cuiaba,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384930,Xexéu,Xexeu,,-880.222,-3.562.694,P,PPL,BR,,30,2616506.0,,,0,,151,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384931,Xeréu,Xereu,Xareu$Xaréu$Xereu$Xeréu,-8.95,-3.518.333,P,PPL,BR,BR,2,2704500.0,,,0,,9,America/Maceio,03/08/2012,Xareu,Xaréu,Xereu,Xeréu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384932,Xavier,Xavier,,-781.667,-4.163.333,P,PPL,BR,,20,2202802.0,,,0,,255,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384933,Xavier,Xavier,,-698.333,-3.796.667,P,PPL,BR,,17,2504801.0,,,0,,230,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384934,Xavier,Xavier,,-5.15,-4.081.667,P,PPL,BR,,6,2304103.0,,,0,,309,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384935,Igarapé Xateturu,Igarape Xateturu,,-6.6,-52.15,H,STM,BR,,16,,,,0,,239,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384936,Cachoeira Xateturu,Cachoeira Xateturu,Cachoeira Chate-Turu$Cachoeira Chate-Turú$Cachoeira Xateturu,-658.333,-52.15,H,FLLS,BR,BR,16,,,,0,,228,America/Manaus,19/01/2012,Cachoeira Chate-Turu,Cachoeira Chate-Turú,Cachoeira Xateturu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384937,Xarqueada,Xarqueada,,-948.917,-483.625,P,PPL,BR,,31,1721109.0,,,0,,200,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384938,Xarqueada,Xarqueada,,-8.905,-4.816.278,P,PPL,BR,,31,1703305.0,,,0,,188,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384939,Rio Xambioá,Rio Xambioa,Ribeirao Chamboia$Ribeirão Chamboia$Rio Chambivas$Rio Xambioa$Rio Xambioá,-6.4,-48.55,H,STM,BR,BR,16,,,,0,,120,America/Araguaina,11/06/2020,Ribeirao Chamboia,Ribeirão Chamboia,Rio Chambivas,Rio Xambioa,Rio Xambioá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384940,Xambioá,Xambioa,Chambica$Chambicazinho$Chambioazinho$Chambioàzinho$Chambivas$Chambivás$Xambioazinho$Xambioàzinho,-641.111,-4.853.639,P,PPL,BR,BR,31,1722107.0,,,0,,144,America/Araguaina,03/08/2012,Chambica,Chambicazinho,Chambioazinho,Chambioàzinho,Chambivas,Chambivás,Xambioazinho,Xambioàzinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384941,Igarapé Xadàzinho,Igarape Xadazinho,,-688.333,-52.05,H,STM,BR,,16,,,,0,,226,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384942,Igarapé Xadá,Igarape Xada,,-693.333,-5.206.667,H,STM,BR,,16,,,,0,,240,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384943,Werneck,Werneck,Edgar Werneck$Edgard Verneque$Werneck,-808.333,-3.493.333,P,PPL,BR,BR,30,2611606.0,,,0,,12,America/Recife,03/08/2012,Edgar Werneck,Edgard Verneque,Werneck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384944,Rio Wanamu,Rio Wanamu,,176.667,-5.666.667,H,STM,BR,,16,,,,0,,260,America/Boa_Vista,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384945,Vota,Vota,,-538.333,-3.823.333,P,PPL,BR,,6,2312502.0,,,0,,86,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384946,Voltas,Voltas,,-956.667,-36.55,P,PPL,BR,,2,2709103.0,,,0,,240,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384947,Volta Redonda,Volta Redonda,,-643.333,-38.35,P,PPL,BR,,22,2407005.0,,,0,,304,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384948,Riacho Volta Grande,Riacho Volta Grande,Riacho Volta Grande$Rio de Volta,-796.667,-35.95,H,STMI,BR,BR,30,,,,0,,439,America/Recife,19/01/2012,Riacho Volta Grande,Rio de Volta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384949,Volta Grande,Volta Grande,,-883.333,-3.693.333,P,PPL,BR,,30,2610806.0,,,0,,457,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384950,Volta Grande,Volta Grande,,-8.05,-45.25,P,PPL,BR,,20,2201150.0,,,0,,424,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384951,Volta do Rio,Volta do Rio,,-863.333,-3.616.667,P,PPL,BR,,30,2606705.0,,,0,,508,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384952,Volta do Rio,Volta do Rio,,-698.333,-4.061.667,P,PPL,BR,,20,2204303.0,,,0,,420,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384953,Volta do Rio,Volta do Rio,,-416.667,-3.886.667,P,PPL,BR,,6,2310100.0,,,0,,395,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384954,Volta do Rio,Volta do Rio,,-2.85,-39.95,P,PPL,BR,,6,2306553.0,,,0,,-9999,America/Fortaleza,24/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384955,Volta do Enjeitado,Volta do Enjeitado,,-7.9,-3.801.667,P,PPL,BR,,30,2605608.0,,,0,,478,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384956,Volta do Campo Largo,Volta do Campo Largo,,-758.333,-4.176.667,P,PPL,BR,,20,2202109.0,,,0,,290,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384957,Volta de Mutamba,Volta de Mutamba,,-461.667,-3.776.667,P,PPL,BR,,6,2301109.0,,,0,,4,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384958,Volta da Serra,Volta da Serra,,-980.826,-433.796,P,PPL,BR,,5,2924405.0,,,0,,438,America/Bahia,11/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384959,Serrote da Volta,Serrote da Volta,,-713.333,-41.5,T,HLL,BR,,20,2208007.0,,,0,,226,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384960,Riacho da Volta,Riacho da Volta,,-8.5,-4.021.667,H,STMI,BR,,30,,,,0,,393,America/Maceio,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384961,Riacho da Volta,Riacho da Volta,,-778.333,-3.736.667,H,STMI,BR,,30,,,,0,,584,America/Recife,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384962,Riacho da Volta,Riacho da Volta,,-756.667,-4.106.667,H,STMI,BR,,20,,,,0,,293,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384963,Riacho da Volta,Riacho da Volta,,-739.813,-4.484.352,H,STMI,BR,,20,,,,0,,185,America/Fortaleza,11/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384964,Riacho da Volta,Riacho da Volta,,-7.2,-4.338.333,H,STMI,BR,,20,,,,0,,205,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384965,Lagoa da Volta,Lagoa da Volta,,-593.333,-40.4,H,RSV,BR,,6,,,,0,,416,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384966,Lagoa da Volta,Lagoa da Volta,,-766.667,-4.226.667,H,LK,BR,,20,,,,0,,181,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384967,Córrego do Volta,Corrego do Volta,,-3.05,-3.986.667,H,STMI,BR,,6,,,,0,,25,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384968,Volta do Moxotó,Volta do Moxoto,Moxoto$Volta do Moxoto,-924.917,-3.816.056,P,PPLL,BR,BR,30,2608057.0,,,0,,267,America/Recife,03/08/2012,Moxoto,Volta do Moxoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384969,Volta,Volta,,-9.1,-3.776.667,P,PPL,BR,,2,2705002.0,,,0,,516,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
