,geonameid,name,asciiname,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername12,othername13,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27
12130,8477586,Nova Colômbia,Nova Colombia,-2.240.502,-4.989.425,P,PPL,BR,,27.0,3533700.0,,,0,,642,America/Sao_Paulo,17/07/2013,Nova Colombia,Nova Colômbia,,,,,,,,,,,,,,,,,,,,,,,,,,
12131,8477587,Pouso Alegre de Baixo,Pouso Alegre de Baixo,-2.222.584,-4.859.787,P,PPL,BR,,27.0,3525300.0,,,0,,469,America/Sao_Paulo,17/07/2013,Pouso Alegre de Baixo,,,,,,,,,,,,,,,,,,,,,,,,,,,
12132,8477588,Guedes,Guedes,-2.266.887,-4.697.511,P,PPL,BR,,27.0,3524709.0,,,0,,585,America/Sao_Paulo,07/11/2018,Guedes,,,,,,,,,,,,,,,,,,,,,,,,,,,
12133,8477589,Santana,Santana,-2.262.443,-4.772.846,P,PPL,BR,,27.0,3538709.0,,,0,,584,America/Sao_Paulo,07/11/2018,Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134,8477590,Monte Alegre,Monte Alegre,-2.270.503,-4.759.002,P,PPL,BR,,27.0,3538709.0,,,0,,522,America/Sao_Paulo,07/11/2018,Monte Alegre,,,,,,,,,,,,,,,,,,,,,,,,,,,
12135,8477790,César Neto,Cesar Neto,-2.293.949,-48.297,P,PPL,BR,,27.0,3507506.0,,,0,,522,America/Sao_Paulo,17/07/2013,Cesar Neto,César Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
12136,8477793,Barra Grande,Barra Grande,-230.509,-4.904.044,P,PPL,BR,,27.0,3504503.0,,,0,,782,America/Sao_Paulo,17/07/2013,Barra Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,
12137,8477794,Engenheiro Serra,Engenheiro Serra,-231.197,-4.873.136,P,PPL,BR,,27.0,3523503.0,,,0,,844,America/Sao_Paulo,17/07/2013,Engenheiro Serra,,,,,,,,,,,,,,,,,,,,,,,,,,,
12138,8477795,Jorge de Almeida,Jorge de Almeida,-2.309.865,-4.623.511,P,PPL,BR,,27.0,3538600.0,,,0,,955,America/Sao_Paulo,17/07/2013,Jorge de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,
12139,8477796,José Borba da Silva,Jose Borba da Silva,-2.312.073,-4.614.783,P,PPL,BR,,27.0,3520202.0,,,0,,668,America/Sao_Paulo,17/07/2013,Jose Borba da Silva,José Borba da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
12140,8477797,Bom Sucesso,Bom Sucesso,-2.310.738,-4.600.151,P,PPL,BR,,27.0,3549904.0,,,0,,733,America/Sao_Paulo,17/07/2013,Bom Sucesso,,,,,,,,,,,,,,,,,,,,,,,,,,,
12141,8477798,Pagador Andrade,Pagador Andrade,-2.321.577,-4.600.323,P,PPL,BR,,27.0,3524402.0,,,0,,597,America/Sao_Paulo,18/02/2022,Andrade,Pagador Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,
12142,8477799,Maranduba,Maranduba,-2.354.327,-4.523.292,P,PPL,BR,,27.0,3555406.0,,,0,,2,America/Sao_Paulo,17/07/2013,Maranduba,,,,,,,,,,,,,,,,,,,,,,,,,,,
12143,8477821,Bairro Manuel Ferreira,Bairro Manuel Ferreira,-2.368.138,-4.609.597,P,PPLX,BR,,27.0,3530607.0,,,0,,784,America/Sao_Paulo,16/12/2021,Bairro Manuel Ferreira,Manuel Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,
12144,8477822,Indaia,Indaia,-238.105,-4.605.188,P,PPLX,BR,,27.0,3506359.0,,,0,,1,America/Sao_Paulo,16/12/2021,Indaia,,,,,,,,,,,,,,,,,,,,,,,,,,,
12145,8477823,Varginha,Varginha,-2.372.759,-4.819.791,P,PPL,BR,,27.0,3522307.0,,,0,,641,America/Sao_Paulo,17/07/2013,Varginha,,,,,,,,,,,,,,,,,,,,,,,,,,,
12146,8477824,Pedra Branca de Itararé,Pedra Branca de Itarare,-2.395.503,-492.838,P,PPL,BR,,27.0,3523206.0,,,0,,565,America/Sao_Paulo,17/07/2013,Pedra Branca de Itarare,Pedra Branca de Itararé,,,,,,,,,,,,,,,,,,,,,,,,,,
12147,8477825,Quaranten,Quaranten,-2.376.712,-4.923.091,P,PPL,BR,,27.0,3521705.0,,,0,,685,America/Sao_Paulo,17/07/2013,Quaranten,,,,,,,,,,,,,,,,,,,,,,,,,,,
12148,8478261,Lake of Tears,Lake of Tears,-2.539.527,-5.146.217,L,PRK,BR,,18.0,4109401.0,,,0,,1111,America/Sao_Paulo,07/03/2013,Lagoa das Lagrimas,Lagoa das Lágrimas,,,,,,,,,,,,,,,,,,,,,,,,,,
12149,8478270,City Hall,City Hall,-2.538.605,-5.146.971,S,GOVL,BR,,18.0,4109401.0,,,0,,1080,America/Sao_Paulo,07/03/2013,Paco Municipal,Paço Municipal,Prefeitura Municipal,,,,,,,,,,,,,,,,,,,,,,,,,
12150,8478271,Bus Station,Bus Station,-2.537.811,-5.147.766,S,BUSTN,BR,,18.0,4109401.0,,,0,,1064,America/Sao_Paulo,07/03/2013,Rodoviaria,Rodoviária,Terminal Rodoviario,Terminal Rodoviário,,,,,,,,,,,,,,,,,,,,,,,,
12151,8478272,Lake Park,Lake Park,-2.539.998,-5.147.213,L,PRK,BR,,18.0,4109401.0,,,0,,1059,America/Sao_Paulo,07/03/2013,Parque do Lago,,,,,,,,,,,,,,,,,,,,,,,,,,,
12152,8478273,Police Station,Police Station,-2.539.853,-5.147.517,S,PP,BR,,18.0,4109401.0,,,0,,1081,America/Sao_Paulo,07/03/2013,Delegacia de Policia Civil,,,,,,,,,,,,,,,,,,,,,,,,,,,
12153,8478274,Military Police Battalion,Military Police Battalion,-2.537.352,-5.144.323,S,PP,BR,,18.0,4109401.0,,,0,,1128,America/Sao_Paulo,07/03/2013,Batalhao de Policia Militar,Batalhão de Polícia Militar,,,,,,,,,,,,,,,,,,,,,,,,,,
12154,8504796,Luz,Luz,-2.353.519,-4.663.538,S,RSTN,BR,,27.0,3550308.0,9.0,,0,,750,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12155,8504797,Brás,Bras,-2.354.516,-4.661.614,S,RSTN,BR,,27.0,3550308.0,25.0,,0,,735,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12156,8504798,Tatuape,Tatuape,-2.354.026,-4.657.669,S,RSTN,BR,,27.0,3550308.0,25.0,,0,,752,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12157,8504799,Itaquera,Itaquera,-2.354.218,-4.647.122,S,RSTN,BR,,27.0,3550308.0,27.0,,0,,775,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12158,8504800,Dom Bosco,Dom Bosco,-2.354.181,-4.644.811,S,RSTN,BR,,27.0,3550308.0,27.0,,0,,760,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12159,8504801,José Bonifácio,Jose Bonifacio,-2.353.895,-4.643.106,S,RSTN,BR,,27.0,3550308.0,27.0,,0,,762,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12160,8504802,Guianazes,Guianazes,-2.354.233,-4.641.567,S,RSTN,BR,,27.0,3550308.0,28.0,,0,,757,America/Sao_Paulo,27/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12161,8504803,Antonio Gianetti,Antonio Gianetti,-2.355.483,-4.639.127,S,RSTN,BR,,27.0,3515707.0,,,0,,774,America/Sao_Paulo,22/03/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12162,8504804,Ferraz De Vasconcelos,Ferraz De Vasconcelos,-2.354.104,-4.636.875,S,RSTN,BR,,27.0,3515707.0,,,0,,759,America/Sao_Paulo,22/03/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12163,8504805,Poá,Poa,-2.352.547,-463.437,S,RSTN,BR,,27.0,3539806.0,,,0,,755,America/Sao_Paulo,22/03/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12164,8504806,Calmon Viana,Calmon Viana,-2.352.524,-463.336,S,RSTN,BR,,27.0,3539806.0,,,0,,744,America/Sao_Paulo,22/03/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12165,8504807,Suzano,Suzano,-2.353.253,-4.631.339,S,RSTN,BR,,27.0,3552502.0,,,0,,741,America/Sao_Paulo,22/03/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12166,8504985,Barreirinhas Airport,Barreirinhas Airport,-275.663,-4.280.591,S,AIRP,BR,,13.0,2101707.0,,,0,,9,America/Fortaleza,03/04/2013,BRB,Barreirinhas Airport,SBRR,,,,,,,,,,,,,,,,,,,,,,,,,
12167,8505007,Sete Voltas,Sete Voltas,-2.016.274,-4.705.558,P,PPL,BR,,15.0,3156908.0,,,0,,1249,America/Sao_Paulo,01/04/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12168,8505112,Rio Itariri,Rio Itariri,-2.432.726,-4.701.551,H,STM,BR,,27.0,,,,0,,7,America/Sao_Paulo,06/04/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12169,8505139,São Luis,Sao Luis,-2.703.802,-5.002.796,P,PPL,BR,,26.0,4215307.0,,,0,,424,America/Sao_Paulo,17/07/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12170,8505140,Taiti,Taiti,-2.720.133,-5.036.223,P,PPL,BR,,26.0,4213351.0,,,0,,1044,America/Sao_Paulo,17/07/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12171,8505205,Caetés,Caetes,-2.712.578,-4.872.076,P,PPL,BR,,26.0,4203204.0,,,0,,125,America/Sao_Paulo,12/06/2020,Caetas,Caetes,Caetés,,,,,,,,,,,,,,,,,,,,,,,,,
12172,8505206,Areias de Cima,Areias de Cima,-2.737.667,-486.247,P,PPL,BR,,26.0,4206009.0,,,0,,12,America/Sao_Paulo,17/07/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12173,8505207,Furaclinha,Furaclinha,-2.771.073,-486.474,P,PPL,BR,,26.0,4211900.0,,,0,,3,America/Sao_Paulo,17/07/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12174,8505208,Morretes,Morretes,-2.788.674,-4.862.734,P,PPL,BR,,26.0,4211900.0,,,0,,7,America/Sao_Paulo,06/10/2018,Morretes,,,,,,,,,,,,,,,,,,,,,,,,,,,
12175,8505209,Serra Geral,Serra Geral,-2.787.421,-4.928.907,T,MTS,BR,,26.0,,,,0,,1710,America/Sao_Paulo,06/10/2018,Serra Geral,,,,,,,,,,,,,,,,,,,,,,,,,,,
12176,8505224,São João Batista,Sao Joao Batista,-856.845,-5.004.744,P,PPLL,BR,,16.0,1506583.0,,,0,,217,America/Belem,17/07/2013,Sao Joao Batista,São João Batista,,,,,,,,,,,,,,,,,,,,,,,,,,
12177,8505225,Rio Inajazinho,Rio Inajazinho,-867.661,-5.042.408,H,STM,BR,,16.0,,,,0,,193,America/Belem,06/04/2013,Rio Inajazinho,,,,,,,,,,,,,,,,,,,,,,,,,,,
12178,8505226,Rio Preto,Rio Preto,-910.772,-4.995.983,H,STM,BR,,16.0,,,,0,,171,America/Belem,06/04/2013,Rio Preto,,,,,,,,,,,,,,,,,,,,,,,,,,,
12179,8505227,Rio Papagaio,Rio Papagaio,-904.335,-499.272,H,STM,BR,,16.0,,,,0,,169,America/Belem,06/04/2013,Rio Papagaio,,,,,,,,,,,,,,,,,,,,,,,,,,,
12180,8505228,Rio Cristalino,Rio Cristalino,-937.315,-5.045.515,H,STM,BR,,16.0,,,,0,,178,America/Belem,17/08/2021,Cristalino River,Rio Cristalino,,,,,,,,,,,,,,,,,,,,,,,,,,
12181,8505229,Serra do Matão,Serra do Matao,-923.892,-5.080.263,T,HLLS,BR,,16.0,,,,0,,299,America/Belem,06/04/2013,Serra do Matao,Serra do Matão,,,,,,,,,,,,,,,,,,,,,,,,,,
12182,8505230,Rio Taquari,Rio Taquari,-928.421,-5.004.516,H,STM,BR,,16.0,,,,0,,169,America/Belem,06/04/2013,Rio Taquari,,,,,,,,,,,,,,,,,,,,,,,,,,,
12183,8505232,Cidade Vale do Rio Cristalino,Cidade Vale do Rio Cristalino,-906.179,-5.062.977,P,PPL,BR,,16.0,1506708.0,,,0,,243,America/Belem,17/07/2013,Cidade Vale do Rio Cristalino,,,,,,,,,,,,,,,,,,,,,,,,,,,
12184,8505233,Rio Jaburu,Rio Jaburu,-1.151.533,-5.028.088,H,STM,BR,,31.0,,,,0,,193,America/Araguaina,26/08/2021,Jaburu River,Rio Jaburu,,,,,,,,,,,,,,,,,,,,,,,,,,
12185,8505234,Rio Tabelaí,Rio Tabelai,-1.104.871,-5.046.073,H,STM,BR,,31.0,,,,0,,187,America/Araguaina,06/04/2013,Rio Tabelai,Rio Tabelaí,,,,,,,,,,,,,,,,,,,,,,,,,,
12186,8505235,Rio Randi-Torá,Rio Randi-Tora,-1.050.401,-5.026.681,H,STM,BR,,31.0,,,,0,,182,America/Araguaina,06/04/2013,Rio Randi-Tora,Rio Randi-Torá,,,,,,,,,,,,,,,,,,,,,,,,,,
12187,8505236,Rio Barreiro,Rio Barreiro,-1.069.357,-4.997.843,H,STM,BR,,31.0,,,,0,,183,America/Araguaina,06/04/2013,Rio Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,
12188,8505237,Rio Urubu,Rio Urubu,-107.444,-5.005.587,H,STM,BR,,31.0,,,,0,,186,America/Araguaina,06/04/2013,Rio Urubu,,,,,,,,,,,,,,,,,,,,,,,,,,,
12189,8505238,Rio Diderô,Rio Didero,-1.103.941,-4.996.925,H,STM,BR,,31.0,,,,0,,190,America/Araguaina,06/04/2013,Rio Didero,Rio Diderô,,,,,,,,,,,,,,,,,,,,,,,,,,
12190,8505239,Rio Mercedes,Rio Mercedes,-987.191,-5.023.046,H,STM,BR,,31.0,,,,0,,169,America/Araguaina,06/04/2013,Rio Mercedes,,,,,,,,,,,,,,,,,,,,,,,,,,,
12191,8505240,Rio Riozinho,Rio Riozinho,-1.001.228,-5.011.018,H,STM,BR,,31.0,,,,0,,176,America/Araguaina,06/04/2013,Rio Riozinho,,,,,,,,,,,,,,,,,,,,,,,,,,,
12192,8505241,Rio Ariari,Rio Ariari,-1.002.195,-5.009.588,H,STM,BR,,31.0,,,,0,,177,America/Araguaina,06/04/2013,Rio Ariari,,,,,,,,,,,,,,,,,,,,,,,,,,,
12193,8505242,Rio Douradinho,Rio Douradinho,-1.037.589,-4.984.665,H,STM,BR,,31.0,,,,0,,182,America/Araguaina,06/04/2013,Rio Douradinho,,,,,,,,,,,,,,,,,,,,,,,,,,,
12194,8505243,Ribeirão Piranhinha,Ribeirao Piranhinha,-945.653,-49.703,H,STM,BR,,31.0,,,,0,,171,America/Araguaina,06/04/2013,Ribeirao Piranhinha,Ribeirão Piranhinha,,,,,,,,,,,,,,,,,,,,,,,,,,
12195,8505244,Ribeirão Gameleira,Ribeirao Gameleira,-874.892,-4.941.579,H,STM,BR,,31.0,,,,0,,170,America/Araguaina,06/04/2013,Ribeirao Gameleira,Ribeirão Gameleira,,,,,,,,,,,,,,,,,,,,,,,,,,
12196,8505245,Ribeirão Gameleira,Ribeirao Gameleira,-875.931,-4.956.626,H,STM,BR,,16.0,,,,0,,166,America/Belem,06/04/2013,Ribeirao Gameleira,Ribeirão Gameleira,,,,,,,,,,,,,,,,,,,,,,,,,,
12197,8505246,Serra do Chicão,Serra do Chicao,-863.561,-4.967.323,T,RDGE,BR,,16.0,,,,0,,491,America/Belem,06/04/2013,Serra do Chicao,Serra do Chicão,,,,,,,,,,,,,,,,,,,,,,,,,,
12198,8505247,Rio Juari,Rio Juari,-801.096,-4.916.499,H,STM,BR,,31.0,,,,0,,150,America/Araguaina,27/08/2021,Juari River,Rio Juari,,,,,,,,,,,,,,,,,,,,,,,,,,
12199,8505248,Ribeirão Piedade,Ribeirao Piedade,-996.046,-4.939.849,H,STM,BR,,31.0,,,,0,,190,America/Araguaina,06/04/2013,Ribeirao Piedade,Ribeirão Piedade,,,,,,,,,,,,,,,,,,,,,,,,,,
12200,8505249,Rio Lago Verde,Rio Lago Verde,-1.082.068,-4.979.842,H,STM,BR,,31.0,,,,0,,182,America/Araguaina,06/04/2013,Rio Lago Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,
12201,8505250,Rio Preto,Rio Preto,-1.139.182,-4.967.442,H,STM,BR,,31.0,,,,0,,193,America/Araguaina,06/04/2013,Rio Preto,,,,,,,,,,,,,,,,,,,,,,,,,,,
12202,8505251,Ribeirão Garfo,Ribeirao Garfo,-959.642,-4.742.524,H,STM,BR,,31.0,,,,0,,244,America/Araguaina,06/04/2013,Ribeirao Garfo,Ribeirão Garfo,,,,,,,,,,,,,,,,,,,,,,,,,,
12203,8505252,Rio Mutum,Rio Mutum,-926.705,-4.722.784,H,STM,BR,,31.0,,,,0,,253,America/Araguaina,06/04/2013,Rio Mutum,,,,,,,,,,,,,,,,,,,,,,,,,,,
12204,8505253,Rio Palmairím,Rio Palmairim,-918.922,-4.726.337,H,STM,BR,,31.0,,,,0,,250,America/Araguaina,06/04/2013,Rio Palmairim,Rio Palmairím,,,,,,,,,,,,,,,,,,,,,,,,,,
12205,8505254,Rio Preto,Rio Preto,-925.239,-4.751.266,H,STM,BR,,31.0,,,,0,,219,America/Araguaina,06/04/2013,Rio Preto,,,,,,,,,,,,,,,,,,,,,,,,,,,
12206,8505255,Rio Gameleira Grande,Rio Gameleira Grande,-839.451,-4.716.775,H,STM,BR,,31.0,,,,0,,240,America/Araguaina,06/04/2013,Rio Gameleira Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,
12207,8505256,Rio Mateiro,Rio Mateiro,-841.334,-4.715.676,H,STM,BR,,31.0,,,,0,,241,America/Araguaina,06/04/2013,Rio Mateiro,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208,8505284,Igarapé São Benedito,Igarape Sao Benedito,-910.401,-5.635.796,H,STM,BR,,16.0,,,,0,,182,America/Santarem,06/04/2013,Igarape Sao Benedito,Igarapé São Benedito,,,,,,,,,,,,,,,,,,,,,,,,,,
12209,8505285,Igarapé dos Crioulos,Igarape dos Crioulos,-876.883,-5.279.315,H,STM,BR,,16.0,,,,0,,267,America/Santarem,06/04/2013,Igarape dos Crioulos,Igarapé dos Crioulos,,,,,,,,,,,,,,,,,,,,,,,,,,
12210,8505286,Rio Peti,Rio Peti,-876.474,-5.252.254,H,STM,BR,,16.0,,,,0,,250,America/Belem,06/04/2013,Rio Peti,,,,,,,,,,,,,,,,,,,,,,,,,,,
12211,8505287,Serra do Capivara,Serra do Capivara,-930.208,-5.186.538,T,RDGE,BR,,16.0,,,,0,,289,America/Belem,06/04/2013,Serra do Capivara,,,,,,,,,,,,,,,,,,,,,,,,,,,
12212,8505288,Rio Capivara,Rio Capivara,-925.106,-5.200.386,H,STM,BR,,16.0,,,,0,,247,America/Belem,06/04/2013,Rio Capivara,,,,,,,,,,,,,,,,,,,,,,,,,,,
12213,8505289,Serra do Zuzu,Serra do Zuzu,-917.749,-5.215.183,T,RDGE,BR,,16.0,,,,0,,368,America/Belem,06/04/2013,Serra do Zuzu,,,,,,,,,,,,,,,,,,,,,,,,,,,
12214,8505290,Rio Lajeado,Rio Lajeado,-992.029,-4.673.033,H,STM,BR,,31.0,,,,0,,329,America/Araguaina,06/04/2013,Rio Lajeado,,,,,,,,,,,,,,,,,,,,,,,,,,,
12215,8505291,Riacho Correntão,Riacho Correntao,-865.789,-4.537.998,H,STM,BR,,20.0,,,,0,,324,America/Fortaleza,06/04/2013,Riacho Correntao,Riacho Correntão,,,,,,,,,,,,,,,,,,,,,,,,,,
12216,8505322,Serra do João Benvindo,Serra do Joao Benvindo,-945.312,-519.164,T,RDGE,BR,,16.0,,,,0,,513,America/Belem,06/04/2013,Serra do Joao Benvindo,Serra do João Benvindo,,,,,,,,,,,,,,,,,,,,,,,,,,
12217,8505323,Rio Vermelho,Rio Vermelho,-952.749,-5.249.791,H,STM,BR,,16.0,,,,0,,264,America/Belem,06/04/2013,Rio Vermelho,,,,,,,,,,,,,,,,,,,,,,,,,,,
12218,8505324,Igarapé da Pedra,Igarape da Pedra,-964.721,-5.260.851,H,STM,BR,,16.0,,,,0,,257,America/Belem,06/04/2013,Igarape da Pedra,Igarapé da Pedra,,,,,,,,,,,,,,,,,,,,,,,,,,
12219,8505325,Serra do Cachoeira,Serra do Cachoeira,-979.997,-5.284.961,T,HLLS,BR,,14.0,,,,0,,306,America/Cuiaba,06/04/2013,Serra do Cachoeira,,,,,,,,,,,,,,,,,,,,,,,,,,,
12220,8505339,Rio Batelão,Rio Batelao,-1.113.843,-5.666.988,H,STM,BR,,14.0,,,,0,,301,America/Cuiaba,06/04/2013,Rio Batelao,Rio Batelão,,,,,,,,,,,,,,,,,,,,,,,,,,
12221,8505340,Ribeirão Macaco,Ribeirao Macaco,-1.101.567,-5.676.939,H,STM,BR,,14.0,,,,0,,302,America/Cuiaba,06/04/2013,Ribeirao Macaco,Ribeirão Macaco,,,,,,,,,,,,,,,,,,,,,,,,,,
12222,8505341,Rio dos Peixes,Rio dos Peixes,-1.139.762,-5.630.372,H,STM,BR,,14.0,,,,0,,317,America/Cuiaba,06/04/2013,Rio dos Peixes,,,,,,,,,,,,,,,,,,,,,,,,,,,
12223,8505342,Rio Braço Dois,Rio Braco Dois,-1.014.989,-5.543.676,H,STM,BR,,14.0,,,,0,,259,America/Cuiaba,06/04/2013,Rio Braco Dois,Rio Braço Dois,,,,,,,,,,,,,,,,,,,,,,,,,,
12224,8505343,Rio Azul,Rio Azul,-1.125.774,-5.469.669,H,STM,BR,,14.0,,,,0,,286,America/Cuiaba,24/08/2021,Azul River,Rio Azul,,,,,,,,,,,,,,,,,,,,,,,,,,
12225,8505344,Ribeirão Mara,Ribeirao Mara,-1.181.374,-5.513.908,H,STM,BR,,14.0,,,,0,,319,America/Cuiaba,06/04/2013,Ribeirao Mara,Ribeirão Mara,,,,,,,,,,,,,,,,,,,,,,,,,,
12226,8505345,Rio Tartaruga,Rio Tartaruga,-1.126.075,-546.955,H,STM,BR,,14.0,,,,0,,284,America/Cuiaba,06/04/2013,Rio Tartaruga,,,,,,,,,,,,,,,,,,,,,,,,,,,
12227,8505346,Ribeirão Amarelinho,Ribeirao Amarelinho,-1.153.783,-5.472.745,H,STM,BR,,14.0,,,,0,,302,America/Cuiaba,06/04/2013,Ribeirao Amarelinho,Ribeirão Amarelinho,,,,,,,,,,,,,,,,,,,,,,,,,,
12228,8505347,Rio da Saudade,Rio da Saudade,-1.110.779,-542.821,H,STM,BR,,14.0,,,,0,,290,America/Cuiaba,06/04/2013,Rio da Saudade,,,,,,,,,,,,,,,,,,,,,,,,,,,
12229,8505356,Ribeirão Pimenta,Ribeirao Pimenta,-1.130.111,-5.413.448,H,STM,BR,,14.0,,,,0,,285,America/Cuiaba,06/04/2013,Ribeirao Pimenta,Ribeirão Pimenta,,,,,,,,,,,,,,,,,,,,,,,,,,
12230,8505357,Rio São Francisco,Rio Sao Francisco,-1.130.577,-5.413.213,H,STM,BR,,14.0,,,,0,,285,America/Cuiaba,06/04/2013,Rio Sao Francisco,Rio São Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,
12231,8505358,Ribeirão Carajás,Ribeirao Carajas,-1.170.163,-5.415.263,H,STM,BR,,14.0,,,,0,,282,America/Cuiaba,06/04/2013,Ribeirao Carajas,Ribeirão Carajás,,,,,,,,,,,,,,,,,,,,,,,,,,
12232,8505359,Rio Arraias d’Oeste,Rio Arraias d'Oeste,-1.129.095,-5.378.159,H,STM,BR,,14.0,,,,0,,271,America/Cuiaba,06/04/2013,Rio Arraias d'Oeste,Rio Arraias d’Oeste,,,,,,,,,,,,,,,,,,,,,,,,,,
12233,8505361,Rio Iamaçu,Rio Iamacu,-1.177.179,-5.360.778,H,STM,BR,,14.0,,,,0,,286,America/Cuiaba,06/04/2013,Rio Iamacu,Rio Iamaçu,,,,,,,,,,,,,,,,,,,,,,,,,,
12234,8505362,Fazenda Estância Colina Verde,Fazenda Estancia Colina Verde,-1.189.506,-5.131.825,S,EST,BR,,14.0,5107883.0,,,0,,287,America/Cuiaba,17/07/2013,Fazenda Estancia Colina Verde,Fazenda Estância Colina Verde,,,,,,,,,,,,,,,,,,,,,,,,,,
12235,8505364,Gameleira,Gameleira,-1.180.012,-5.136.467,P,PPLL,BR,,14.0,5100359.0,,,0,,242,America/Cuiaba,17/07/2013,Gameleira,,,,,,,,,,,,,,,,,,,,,,,,,,,
12236,8505366,Suia-Missu,Suia-Missu,-1.165.476,-5.149.146,P,PPL,BR,,14.0,5100359.0,,,0,,288,America/Cuiaba,04/06/2016,Fazenda Suia-Micu,Fazenda Suiá-Miçu,SWM,Suia-Missu,,,,,,,,,,,,,,,,,,,,,,,,
12237,8505367,Fazenda Jamaica,Fazenda Jamaica,-1.194.411,-5.164.315,S,EST,BR,,14.0,5107883.0,,,0,,307,America/Cuiaba,17/07/2013,Fazenda Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,
12238,8505371,Rio Ribeira,Rio Ribeira,-2.469.883,-4.756.381,H,STM,BR,,18.0,,,,0,,5,America/Sao_Paulo,06/09/2021,Ribeira River,Rio Ribeira,,,,,,,,,,,,,,,,,,,,,,,,,,
12239,8505374,Fazenda Brasil Novo,Fazenda Brasil Novo,-118.286,-5.227.765,S,EST,BR,,14.0,5107065.0,,,0,,297,America/Cuiaba,17/07/2013,Fazenda Brasil Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,
12240,8505375,Fazenda Tamakavy,Fazenda Tamakavy,-1.189.242,-5.205.402,P,PPL,BR,,14.0,5100359.0,,,0,,309,America/Cuiaba,17/07/2013,Fazenda Tamakavy,,,,,,,,,,,,,,,,,,,,,,,,,,,
12241,8505376,Fazenda Bela Manhã,Fazenda Bela Manha,-1.191.088,-5.195.644,S,EST,BR,,14.0,5101852.0,,,0,,335,America/Cuiaba,17/07/2013,Fazenda Bela Manha,Fazenda Bela Manhã,,,,,,,,,,,,,,,,,,,,,,,,,,
12242,8505379,Fazenda Jandaia,Fazenda Jandaia,-1.170.808,-5.247.808,S,FRM,BR,,14.0,5107065.0,,,0,,292,America/Cuiaba,02/10/2014,Fazenda Jandaia,,,,,,,,,,,,,,,,,,,,,,,,,,,
12243,8505380,Fazenda Agrovais,Fazenda Agrovais,-1.151.978,-5.241.057,S,FRM,BR,,14.0,5107859.0,,,0,,308,America/Cuiaba,02/10/2014,Fazenda Agrovais,,,,,,,,,,,,,,,,,,,,,,,,,,,
12244,8505382,Fazenda Rio Fontoura,Fazenda Rio Fontoura,-1.156.066,-5.224.519,S,EST,BR,,14.0,5107859.0,,,0,,315,America/Cuiaba,17/07/2013,Fazenda Rio Fontoura,,,,,,,,,,,,,,,,,,,,,,,,,,,
12245,8505383,Fazenda Cajarana,Fazenda Cajarana,-1.153.712,-5.216.776,S,FRM,BR,,14.0,5107859.0,,,0,,353,America/Cuiaba,02/10/2014,Fazenda Cajarana,,,,,,,,,,,,,,,,,,,,,,,,,,,
12246,8505384,Fazenda Camponesa,Fazenda Camponesa,-1.151.545,-5.212.007,S,FRM,BR,,14.0,5107859.0,,,0,,321,America/Cuiaba,02/10/2014,Fazenda Camponesa,,,,,,,,,,,,,,,,,,,,,,,,,,,
