geonameid,name,asciiname,alternatenames,latitude,longitude,feature_class,feature_code,country_code,cc2,admin1_code,admin2_code,admin3_code,admin4_code,population,elevation,dem,timezone,modification_date,othername0,othername1,othername2,othername3,othername4,othername5,othername6,othername7,othername8,othername9,othername10,othername11,othername120,othername130,othername14,othername15,othername16,othername17,othername18,othername19,othername20,othername21,othername22,othername23,othername24,othername25,othername26,othername27,othername28,othername29,othername30,othername31,othername32,othername33,othername34,othername35,othername36,othername37,othername38,othername39,othername40,othername41,othername42,othername43,othername44,othername45,othername46,othername47,othername48,othername49,othername50,othername51,othername52,othername53,othername54,othername55,othername56,othername57,othername58,othername59,othername60,othername61,othername62,othername63,othername64,othername65,othername66,othername67,othername68,othername69,othername71,othername72,othername73,othername74,othername75,othername76,othername77,othername78,othername79,othername80
3406193,Barreiro,Barreiro,,-723.333,-4.136.667,L,AREA,BR,,20,,,,0,,331,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406194,Barreiro,Barreiro,,-7.2,-41.15,L,AREA,BR,,20,,,,0,,369,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406195,Barreiro,Barreiro,,-571.667,-4.208.333,L,AREA,BR,,20,,,,0,,110,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406196,Barreirinhas,Barreirinhas,BRB,-275.556,-4.282.591,P,PPL,BR,,13,2101707.0,,,17437,,5,America/Fortaleza,01/04/2013,BRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406197,Riacho Barreirinha,Riacho Barreirinha,,-438.333,-3.858.333,H,STMI,BR,,6,,,,0,,57,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406198,Igarapé do Barreirinha,Igarape do Barreirinha,,-0.68333,-5.458.333,H,STM,BR,,16,,,,0,,365,America/Manaus,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406199,Barreirinha,Barreirinha,,-946.667,-5.013.333,P,PPL,BR,,16,1506708.0,,,0,,167,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406200,Barreirinha,Barreirinha,,-716.667,-4.093.333,P,PPL,BR,,20,2211605.0,,,0,,395,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406201,Barreirinha,Barreirinha,,-423.333,-4.423.333,P,PPL,BR,,13,2103604.0,,,0,,62,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406202,Barreirinha,Barreirinha,,-279.333,-57.07,P,PPL,BR,,4,1300508.0,,,11257,,13,America/Manaus,01/04/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406203,Barreira Vermelha,Barreira Vermelha,,-5.2,-3.751.667,P,PPL,BR,,22,2408003.0,,,0,,82,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406204,Barreira Vermelha,Barreira Vermelha,,-516.667,-3.601.667,P,PPL,BR,,22,2411601.0,,,0,,40,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406205,Rio das Barreiras,Rio das Barreiras,Barreiros River$Ribeirao da Barreira$Ribeirao das Barreiras$Ribeirao das Barreivas$Ribeirão da Barreira$Ribeirão das Barreiras$Ribeirão das Barreivas$Rio Barreira$Rio Barreiras$Rio Barreiro$Rio Barreiros$Rio das Barreiras,-821.466,-492.171,H,STM,BR,,31,,,,0,,147,America/Araguaina,26/08/2021,Barreiros River,Ribeirao da Barreira,Ribeirao das Barreiras,Ribeirao das Barreivas,Ribeirão da Barreira,Ribeirão das Barreiras,Ribeirão das Barreivas,Rio Barreira,Rio Barreiras,Rio Barreiro,Rio Barreiros,Rio das Barreiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406206,Ilha das Barreiras,Ilha das Barreiras,Ilha Caratateua$Ilha Outeiro$Ilha das Barreiras,-1.25,-48.45,T,ISL,BR,BR,16,,,,0,,24,America/Belem,19/01/2012,Ilha Caratateua,Ilha Outeiro,Ilha das Barreiras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406207,Açude Público Barreiras,Acude Publico Barreiras,,-708.333,-4.058.333,H,LK,BR,,20,,,,0,,445,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406208,Barreiras,Barreiras,,-966.667,-3.671.667,P,PPL,BR,,2,2700300.0,,,0,,292,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406209,Barreiras,Barreiras,,-911.667,-3.526.667,P,PPL,BR,,2,2703601.0,,,0,,-9999,America/Maceio,23/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406210,Barreiras,Barreiras,,-758.333,-3.818.333,P,PPL,BR,,17,2505303.0,,,0,,431,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406211,Barreiras,Barreiras,,-708.333,-4.058.333,P,PPL,BR,,20,2204303.0,,,0,,445,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406212,Barreiras,Barreiras,,-6.35,-4.193.333,P,PPL,BR,,20,2211308.0,,,0,,226,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406213,Barreiras,Barreiras,,-5.9,-47.45,P,PPL,BR,,31,1712801.0,,,0,,126,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406214,Barreiras,Barreiras,,-467.667,-3.741.056,P,PPL,BR,,6,2305357.0,,,0,,16,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406215,Barreiras,Barreiras,,-341.667,-3.913.333,P,PPL,BR,,6,2310258.0,,,0,,8,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406216,Barreiras,Barreiras,,-773.333,-4.156.667,L,AREA,BR,,20,,,,0,,275,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406217,Barreira Funda,Barreira Funda,,-5.95,-4.286.667,P,PPL,BR,,20,2207504.0,,,0,,176,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406218,Barreira dos Vianas,Barreira dos Vianas,,-469.778,-3.777.639,P,PPLL,BR,,6,2301109.0,,,0,,20,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406219,Barreira do Mato,Barreira do Mato,,-593.333,-43.45,P,PPL,BR,,13,2105922.0,,,0,,212,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406220,Barreira do Campo,Barreira do Campo,Barreira Branca$Barreira do Campo$Campo do Barreira,-929.564,-5.005.027,P,PPL,BR,,16,1506708.0,,,0,,167,America/Belem,04/04/2013,Barreira Branca,Barreira do Campo,Campo do Barreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406221,Barreira da Onça,Barreira da Onca,,-786.667,-4.136.667,L,AREA,BR,,20,,,,0,,362,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406222,Barreira da Aroeira,Barreira da Aroeira,,-776.667,-4.156.667,P,PPL,BR,,20,2202802.0,,,0,,304,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406223,Ilha da Barreira Branca,Ilha da Barreira Branca,Ilha da Barreira Branca,-0.18333,-5.601.667,T,ISL,BR,,16,,,,0,,177,America/Manaus,05/12/2018,Ilha da Barreira Branca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406224,Ilha Barreira Branca,Ilha Barreira Branca,Ilha Barreira Branca,-673.333,-4.878.333,T,ISL,BR,,31,,,,0,,129,America/Araguaina,05/12/2018,Ilha Barreira Branca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406225,Barreira Branca,Barreira Branca,,-6.7,-4.873.333,P,PPL,BR,,31,1701309.0,,,0,,134,America/Araguaina,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406226,Barreira Alta,Barreira Alta,,-776.667,-39.8,P,PPL,BR,,30,2602001.0,,,0,,501,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406227,Barreira Alta,Barreira Alta,,0.55,-52.2,P,PPL,BR,,3,1600535.0,,,0,,159,America/Belem,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406228,Salto da Barreira,Salto da Barreira,,-561.667,-5.006.667,H,FLLS,BR,,16,,,,0,,235,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406229,Riacho da Barreira,Riacho da Barreira,Riacho da Barreira$Riacho da Parreira,-946.667,-3.806.667,H,STMI,BR,BR,2,,,,0,,207,America/Maceio,19/01/2012,Riacho da Barreira,Riacho da Parreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406230,Barreira,Barreira,,-8.15,-3.771.667,P,PPL,BR,,30,2605103.0,,,0,,558,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406231,Barreira,Barreira,,-7.3,-40.9,P,PPL,BR,,20,2207207.0,,,0,,377,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406232,Barreira,Barreira,,-648.333,-4.191.667,P,PPL,BR,,20,2206902.0,,,0,,217,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406233,Barreira,Barreira,,-428.694,-3.864.306,P,PPL,BR,,6,2301950.0,,,0,,127,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406234,Barreira,Barreira,Barreira$Barreiros,-406.667,-5.588.333,P,PPL,BR,BR,16,1503606.0,,,0,,55,America/Santarem,03/08/2012,Barreira,Barreiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406235,Barreira,Barreira,,-3.05,-4.011.667,P,PPL,BR,,6,2302305.0,,,0,,37,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406236,Barreios (1),Barreios (1),,-696.667,-3.973.333,P,PPL,BR,,6,2301604.0,,,0,,513,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406237,Riacho do Barreio,Riacho do Barreio,,-898.333,-40.75,H,STMI,BR,,30,,,,0,,424,America/Bahia,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406238,Riacho do Barreio,Riacho do Barreio,,-703.333,-38.35,H,STMI,BR,,17,,,,0,,497,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406239,Barra (6),Barra (6),,-7.05,-40.55,P,PPL,BR,,20,2204303.0,,,0,,457,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406240,Barra (5),Barra (5),,-703.333,-4.068.333,P,PPL,BR,,20,2204303.0,,,0,,401,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406241,Barra (4),Barra (4),,-788.333,-4.103.333,P,PPL,BR,,20,2207801.0,,,0,,363,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406242,Barra (4),Barra (4),,-593.333,-3.926.667,P,PPL,BR,,6,2304269.0,,,0,,277,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406243,Barra (3),Barra (3),,-646.667,-4.131.667,P,PPL,BR,,20,2208106.0,,,0,,333,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406244,Barra (2),Barra (2),,-7.9,-4.153.333,P,PPL,BR,,20,2202802.0,,,0,,233,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406245,Barra (2),Barra (2),,-696.667,-4.131.667,P,PPL,BR,,20,2201804.0,,,0,,230,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406246,Barra (2),Barra (2),,-5.65,-3.783.333,P,PPL,BR,,22,2401008.0,,,0,,62,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406247,Barra (2),Barra (2),,-5,-40.4,P,PPL,BR,,6,2313203.0,,,0,,330,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406248,Barra,Barra,,-443.167,-3.778.111,P,PPLL,BR,,6,2304459.0,,,0,,20,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406249,Barra (1),Barra (1),,-726.667,-41.9,P,PPL,BR,,20,2211704.0,,,0,,218,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406250,Barra (1),Barra (1),,-6.8,-3.658.333,P,PPL,BR,,22,2408904.0,,,0,,312,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406251,Barra (1),Barra (1),,-6.45,-4.053.333,P,PPL,BR,,6,2310308.0,,,0,,420,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406252,Barra (1),Barra (1),,-5.6,-3.861.667,P,PPL,BR,,6,2306801.0,,,0,,99,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406253,Barra (1),Barra (1),,-481.667,-3.858.333,P,PPL,BR,,6,2308708.0,,,0,,107,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406254,Barra Verde,Barra Verde,,-786.667,-39.25,P,PPL,BR,,30,2614006.0,,,0,,469,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406255,Barra Verde,Barra Verde,,-641.667,-4.011.667,P,PPL,BR,,6,2300408.0,,,0,,331,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406256,Barra Verde,Barra Verde,,-633.333,-37,P,PPL,BR,,22,2402006.0,,,0,,196,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406257,Barra Velha,Barra Velha,,-8.1,-3.728.333,P,PPL,BR,,30,2614105.0,,,0,,573,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406258,Barra Velha,Barra Velha,,-5.9,-4.081.667,P,PPL,BR,,6,2311264.0,,,0,,587,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406259,Barra Velha,Barra Velha,,-4.3,-4.018.333,L,AREA,BR,,6,,,,0,,197,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406260,Barras,Barras,,-668.333,-41.4,P,PPL,BR,,20,2209856.0,,,0,,440,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406261,Barras,Barras,,-646.667,-4.131.667,P,PPL,BR,,20,2208106.0,,,0,,333,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406262,Barras,Barras,,-5.45,-4.163.333,P,PPL,BR,,20,2202604.0,,,0,,210,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406263,Barras,Barras,Barras$Barras do Maratahoan$Barras do Maratoam$??????,-424.444,-4.229.444,P,PPL,BR,,20,2201200.0,,,21597,,89,America/Fortaleza,03/08/2012,Barras,Barras do Maratahoan,Barras do Maratoam,??????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406264,Rio Barra Nova,Rio Barra Nova,,-508.333,-3.961.667,H,STMI,BR,,6,,,,0,,286,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406265,Riacho Barra Nova,Riacho Barra Nova,Riacho Barra Nova$Riacho Barro Novo,-6.45,-3.713.333,H,STMI,BR,BR,22,,,,0,,160,America/Recife,19/01/2012,Riacho Barra Nova,Riacho Barro Novo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406266,Ilha Barra Nova,Ilha Barra Nova,Ilha Barra$Ilha Barra Nova,-396.667,-4.278.333,T,ISL,BR,BR,20,,,,0,,36,America/Fortaleza,19/01/2012,Ilha Barra,Ilha Barra Nova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406267,Barra Nova,Barra Nova,,-956.667,-3.708.333,P,PPL,BR,,2,2704401.0,,,0,,177,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406268,Barra Nova,Barra Nova,,-556.444,-4.008.778,P,PPLL,BR,,6,2313302.0,,,0,,512,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406269,Barra Nova,Barra Nova,,-4.1,-38.15,P,PPL,BR,,6,2303501.0,,,0,,1,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406270,Barra Nova,Barra Nova,,-773.333,-4.193.333,L,AREA,BR,,20,,,,0,,312,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406271,Cachoeira do Barranco Alto,Cachoeira do Barranco Alto,,-561.667,-5.008.333,H,FLLS,BR,,16,,,,0,,251,America/Araguaina,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406272,Barra Grande,Barra Grande,,-898.833,-3.519.722,P,PPLL,BR,,2,2704500.0,,,0,,10,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406273,Barra Grande,Barra Grande,,-811.667,-3.651.667,P,PPL,BR,,30,2608008.0,,,0,,578,America/Recife,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406274,Barra Grande,Barra Grande,,-291.167,-4.141.056,P,PPL,BR,,20,2202083.0,,,0,,6,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406275,Morro da Barragem,Morro da Barragem,,-761.667,-40.85,T,UPLD,BR,,20,,,,0,,448,America/Fortaleza,17/12/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406276,Barra Funda,Barra Funda,,-9.7,-36.4,P,PPL,BR,,2,2704203.0,,,0,,234,America/Maceio,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406277,Barra Funda,Barra Funda,,-306.667,-42.3,P,PPL,BR,,13,2112506.0,,,0,,47,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406278,Barra do Xandó,Barra do Xando,,-758.333,-3.641.667,P,PPL,BR,,17,2513943.0,,,0,,473,America/Fortaleza,03/08/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
